Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13574,21-000016,-9.375,83.853,93.36,2.55,463,340,144
13633,21-000075,-5.85,78.82,60.08,0.86,6,20,93
13671,21-000113,-8.095,78.898,50.28,0.19,13,224,78
13729,21-000171,-7.43,83.237,43.48,0.0,407,163,67
13736,21-000178,-6.578,83.437,42.13,1.09,425,86,65
13766,21-000208,-6.197,80.807,38.62,0.15,186,51,60
13824,21-000266,-10.761,80.676,34.65,0.54,174,466,54
13976,21-000418,-6.583,81.817,26.4,1.09,278,87,41
13989,21-000431,-8.472,83.213,26.09,0.3,405,258,41
14152,21-000594,-9.077,80.372,21.27,0.22,147,313,33
14185,21-000627,-9.832,79.382,20.4,0.55,57,382,32
14209,21-000651,-8.796,82.83,19.83,0.0,370,288,31
14278,21-000720,-7.796,82.03,18.16,0.29,297,197,28
14287,21-000729,-6.024,82.401,18.06,0.35,331,36,28
14337,21-000779,-7.04,78.928,17.13,0.13,16,128,27
14371,21-000813,-10.956,78.763,16.45,0.11,1,484,26
14388,21-000830,-9.306,79.957,16.27,1.43,109,334,26
14419,21-000861,-8.678,81.082,15.75,0.4,211,277,25
14464,21-000906,-9.128,82.314,15.14,0.12,323,318,24
14516,21-000958,-8.528,82.42,14.52,0.37,333,263,23
14538,21-000980,-8.981,80.632,14.28,0.12,170,304,22
14541,21-000983,-9.082,79.016,14.25,1.18,24,314,22
14547,21-000989,-6.415,81.647,14.19,1.4,263,71,22
14606,21-001048,-9.599,80.959,13.34,0.24,200,361,21
14663,21-001105,-9.437,79.316,12.78,0.04,51,346,20
14676,21-001118,-7.481,82.109,12.65,0.24,305,168,20
14678,21-001120,-8.574,81.347,12.58,0.51,235,267,20
14711,21-001153,-5.834,83.484,12.22,0.0,430,18,19
14819,21-001261,-9.111,79.328,11.14,1.02,52,316,18
14826,21-001268,-6.568,80.363,11.08,0.08,146,85,18
14877,21-001319,-9.758,79.502,10.67,0.5,68,375,17
14908,21-001350,-10.828,83.822,10.45,0.6,460,472,17
14915,21-001357,-6.052,82.932,10.38,0.28,379,38,16
14927,21-001369,-9.636,79.063,10.27,1.11,28,364,16
14964,21-001406,-10.879,83.591,9.9,0.82,439,477,16
14971,21-001413,-7.796,82.428,9.83,0.29,334,197,16
14976,21-001418,-10.447,83.101,9.82,0.19,395,438,16
14988,21-001430,-5.763,80.014,9.7,0.85,114,12,15
15005,21-001447,-7.88,80.837,9.57,0.22,189,204,15
15091,21-001533,-10.041,79.917,8.96,0.9,106,401,14
15182,21-001624,-8.951,80.103,8.33,0.04,122,302,13
15183,21-001625,-11.153,78.966,8.33,0.17,19,502,13
15185,21-001627,-11.159,81.645,8.32,0.68,262,502,13
15193,21-001635,-6.973,79.592,8.26,0.06,76,122,13
15208,21-001650,-7.653,79.938,8.14,0.15,107,184,13
15224,21-001666,-6.013,81.91,8.02,0.0,287,35,13
