Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
8164,16-000020,-15.999,-141.263,94.67,0.46,453,431,146
8170,16-000026,-13.135,-145.784,89.51,0.32,42,171,138
8183,16-000039,-11.483,-144.705,73.18,0.38,140,21,113
8197,16-000053,-14.785,-142.816,63.17,1.59,311,321,98
8263,16-000119,-14.669,-140.678,46.89,0.43,506,310,73
8279,16-000135,-11.932,-146.222,44.05,1.93,2,61,68
8710,16-000566,-11.364,-145.753,19.96,0.57,45,10,31
8787,16-000643,-12.157,-145.625,18.13,0.18,56,82,28
9108,16-000964,-13.021,-143.834,13.01,0.71,219,160,21
9256,16-001112,-11.86,-145.159,11.11,0.43,99,55,18
9504,16-001360,-12.47,-145.919,9.05,0.42,30,110,14
9606,16-001462,-12.602,-145.122,8.45,0.64,102,122,13
9623,16-001479,-12.156,-144.869,8.36,0.25,125,82,13
9632,16-001488,-16.726,-142.055,8.32,0.29,381,497,13
