Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
5955,13-000009,27.739,76.731,112.46,0.0,327,35,174
5989,13-000043,27.89,73.32,72.23,1.6,17,21,112
5995,13-000049,26.756,74.412,68.73,1.5,116,124,106
6019,13-000073,25.519,73.724,60.75,1.29,54,236,94
6021,13-000075,24.663,74.747,60.02,2.15,147,314,93
6037,13-000091,27.005,74.818,53.76,0.0,153,101,83
6123,13-000177,26.858,75.028,35.78,0.99,172,115,56
6131,13-000185,26.67,76.038,34.74,1.94,264,132,54
6141,13-000195,26.084,78.69,34.17,0.51,505,185,53
6182,13-000236,22.942,74.803,30.64,1.68,152,470,48
6206,13-000260,25.997,76.629,28.67,1.32,318,193,45
6213,13-000267,25.156,74.179,27.96,0.93,95,269,44
6229,13-000283,27.355,76.904,26.46,1.68,343,69,41
6231,13-000285,23.112,74.703,26.37,0.97,143,455,41
6360,13-000414,22.649,76.399,19.07,0.34,297,497,30
6409,13-000463,23.285,73.921,17.49,1.11,72,439,27
6482,13-000536,27.704,73.849,15.85,1.16,65,38,25
6500,13-000554,24.187,73.573,15.37,0.38,40,357,24
6603,13-000657,24.59,73.622,13.23,0.73,45,321,21
6606,13-000660,23.323,78.02,13.19,0.85,444,436,21
6626,13-000680,25.846,74.619,12.94,0.7,135,207,20
6685,13-000739,26.191,74.595,12.01,0.69,133,175,19
6687,13-000741,22.792,75.07,11.98,0.26,176,484,19
6752,13-000806,23.764,76.042,11.22,0.69,264,396,18
6776,13-000830,22.898,76.14,10.93,0.83,273,474,17
6823,13-000877,23.657,74.739,10.38,0.73,146,405,16
6871,13-000925,22.644,73.418,9.88,0.85,26,497,16
6874,13-000928,22.91,77.008,9.86,0.72,352,473,16
7076,13-001130,26.659,73.232,8.19,0.7,9,133,13
