Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
7224,14-000127,17.061,122.104,26.28,0.22,361,494,41
7374,14-000277,18.463,120.002,17.14,0.17,170,366,27
7377,14-000280,18.767,120.673,16.85,0.19,231,339,26
7390,14-000293,18.217,120.195,16.08,0.24,188,389,25
7446,14-000349,22.37,120.259,14.13,0.05,193,11,22
7480,14-000383,17.57,120.716,13.47,0.22,235,447,21
7549,14-000452,20.386,118.975,11.67,1.19,77,192,18
7627,14-000530,18.985,123.284,10.37,0.18,468,319,16
7662,14-000565,18.763,119.773,9.81,0.15,149,339,16
7808,14-000711,21.949,120.226,8.05,1.26,190,50,13
