Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10443,19-000005,-19.827,-37.743,209.66,0.71,148,268,323
10462,19-000024,-21.637,-39.339,83.61,1.64,3,432,129
10480,19-000042,-20.69,-35.701,68.77,2.05,333,346,106
10537,19-000099,-16.938,-37.792,50.54,1.47,143,5,78
10586,19-000148,-16.913,-36.891,40.53,1.63,225,3,63
10606,19-000168,-18.253,-36.972,37.62,1.63,218,125,58
10654,19-000216,-17.976,-35.853,32.62,1.17,319,100,51
10698,19-000260,-21.612,-36.257,29.68,1.25,283,430,46
10838,19-000400,-19.097,-36.121,22.72,0.4,295,201,35
10877,19-000439,-20.077,-38.939,21.24,0.64,39,290,33
10905,19-000467,-20.079,-35.339,20.54,0.68,366,291,32
10950,19-000512,-17.103,-35.014,19.48,1.48,396,20,30
10976,19-000538,-20.859,-36.625,18.69,0.38,249,361,29
10995,19-000557,-20.19,-38.839,18.17,0.79,48,301,28
11004,19-000566,-17.992,-34.639,17.9,1.42,430,101,28
11013,19-000575,-18.015,-37.2,17.6,0.54,197,103,28
11092,19-000654,-22.114,-38.606,15.73,1.21,69,475,25
11125,19-000687,-17.937,-34.876,15.06,0.43,408,96,24
11155,19-000717,-18.539,-34.641,14.63,0.51,430,151,23
11161,19-000723,-19.266,-37.59,14.47,0.87,162,217,23
11165,19-000727,-19.733,-38.578,14.4,0.08,72,259,23
11202,19-000764,-18.194,-34.53,13.85,0.7,440,119,22
11205,19-000767,-21.889,-34.074,13.81,0.29,481,455,22
11253,19-000815,-21.939,-35.496,13.03,0.36,352,460,21
11269,19-000831,-20.118,-33.835,12.79,0.31,503,294,20
11290,19-000852,-19.113,-39.073,12.43,0.39,27,203,20
11477,19-001039,-18.084,-37.547,10.28,0.58,166,109,16
11515,19-001077,-17.842,-37.769,9.91,0.11,145,87,16
11546,19-001108,-18.325,-34.465,9.65,1.2,446,131,15
11554,19-001116,-21.464,-34.625,9.57,0.19,431,416,15
11617,19-001179,-21.828,-35.422,9.19,0.0,359,449,15
11661,19-001223,-17.879,-35.273,8.9,0.16,372,91,14
11693,19-001255,-22.06,-36.839,8.63,0.0,230,471,14
11711,19-001273,-17.493,-35.039,8.54,0.14,393,56,14
11763,19-001325,-17.737,-34.398,8.27,0.1,452,78,13
11765,19-001327,-21.667,-34.183,8.24,0.92,471,435,13
