Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10492,19-000054,-2.022,-11.615,63.95,0.52,477,183,99
10500,19-000062,-0.83,-16.23,61.81,0.73,58,75,96
10516,19-000078,-3.564,-12.455,55.48,0.17,401,323,86
10540,19-000102,-5.56,-16.505,50.35,1.28,33,505,78
10549,19-000111,-4.625,-13.841,48.4,0.21,275,420,75
10550,19-000112,-0.788,-12.036,48.35,0.32,439,71,75
10561,19-000123,-1.165,-15.236,45.26,1.39,148,105,70
10567,19-000129,-3.006,-15.284,43.54,0.99,144,273,67
10588,19-000150,-3.439,-11.466,40.26,0.76,491,312,62
10729,19-000291,-3.589,-13.545,28.02,0.94,302,326,44
10796,19-000358,-3.65,-11.803,24.82,1.41,460,331,39
10861,19-000423,-4.995,-11.524,21.84,0.81,486,453,34
10951,19-000513,-3.623,-13.861,19.45,1.11,273,329,30
10967,19-000529,-2.99,-12.692,18.94,1.14,380,271,30
11003,19-000565,-3.86,-14.229,17.99,0.62,240,350,28
11058,19-000620,-1.628,-13.31,16.45,0.12,323,147,26
11082,19-000644,-0.686,-12.903,15.96,0.14,360,62,25
11208,19-000770,-2.064,-12.154,13.73,0.18,428,187,22
11211,19-000773,-3.247,-13.175,13.69,0.92,336,294,22
11281,19-000843,-0.708,-11.449,12.66,0.19,492,64,20
11367,19-000929,-3.674,-13.096,11.54,0.85,343,333,18
11377,19-000939,-1.847,-16.597,11.41,1.18,25,167,18
11399,19-000961,-1.583,-16.353,11.11,0.74,47,143,18
11425,19-000987,-1.169,-12.76,10.86,0.55,373,106,17
11464,19-001026,-4.533,-14.372,10.46,0.09,227,411,17
11556,19-001118,-0.513,-11.553,9.56,0.11,483,46,15
11557,19-001119,-1.431,-14.604,9.55,0.27,206,129,15
11630,19-001192,-2.582,-11.388,9.13,0.0,498,234,15
11681,19-001243,-2.843,-14.917,8.75,0.0,177,258,14
11682,19-001244,-1.064,-12.377,8.74,0.42,408,96,14
11684,19-001246,-5.074,-11.348,8.73,0.11,502,460,14
11726,19-001288,-1.402,-12.305,8.45,0.13,415,127,13
11759,19-001321,-4.547,-13.245,8.3,0.13,329,413,13
11774,19-001336,-2.386,-12.254,8.16,0.78,419,216,13
11799,19-001361,-0.096,-11.863,8.02,0.36,455,8,13
