Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15232,22-000003,-25.749,127.913,120.52,0.93,378,295,186
15281,22-000052,-22.677,128.962,60.48,0.29,473,16,94
15340,22-000111,-23.809,126.793,43.73,2.16,276,118,68
15345,22-000116,-26.159,127.301,43.16,0.69,322,332,67
15422,22-000193,-25.833,126.039,34.5,0.81,207,302,54
15487,22-000258,-27.211,127.115,28.83,0.42,305,427,45
15530,22-000301,-24.973,124.9,26.39,0.98,104,224,41
15568,22-000339,-26.139,129.287,24.75,0.88,503,330,39
15584,22-000355,-23.334,125.958,24.35,0.8,200,75,38
15614,22-000385,-24.882,127.499,23.06,1.14,340,216,36
15676,22-000447,-22.553,124.926,21.12,0.09,106,4,33
15689,22-000460,-26.099,126.28,20.95,0.34,229,326,33
15695,22-000466,-27.331,127.714,20.66,0.6,360,438,32
15732,22-000503,-24.822,123.935,19.63,0.63,16,210,31
15735,22-000506,-24.23,127.462,19.52,0.51,337,157,31
15768,22-000539,-24.935,127.197,18.59,0.93,313,221,29
15771,22-000542,-26.895,128.374,18.54,0.65,420,399,29
15781,22-000552,-27.627,126.658,18.32,1.69,264,465,29
15810,22-000581,-25.004,125.889,17.69,0.42,194,227,28
15835,22-000606,-27.221,126.765,17.09,0.29,273,428,27
15889,22-000660,-25.965,124.415,16.26,1.43,60,314,26
15891,22-000662,-23.508,125.381,16.22,0.11,148,91,25
15895,22-000666,-23.442,125.586,16.17,0.14,166,85,25
15921,22-000692,-25.938,127.843,15.82,0.28,371,312,25
15956,22-000727,-24.287,125.061,15.22,0.13,119,162,24
15989,22-000760,-22.501,129.243,14.64,0.93,499,0,23
16169,22-000940,-25.209,125.104,12.37,0.32,123,246,20
16317,22-001088,-25.058,126.984,11.0,0.75,293,232,17
16322,22-001093,-25.996,126.954,10.99,0.86,291,317,17
16328,22-001099,-27.151,126.108,10.93,0.35,214,422,17
16336,22-001107,-24.622,124.659,10.86,0.89,82,192,17
16398,22-001169,-27.293,125.31,10.26,0.21,141,435,16
16407,22-001178,-23.401,126.288,10.2,0.87,230,81,16
16499,22-001270,-24.881,125.59,9.55,0.21,167,216,15
16595,22-001366,-26.917,126.209,8.81,0.16,223,401,14
16654,22-001425,-25.692,125.101,8.47,0.17,122,289,14
16701,22-001472,-22.936,128.092,8.27,0.08,394,39,13
16729,22-001500,-26.357,124.767,8.08,0.24,92,350,13
16751,22-001522,-24.678,124.502,8.01,0.75,68,197,13
