Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13580,21-000022,-28.599,56.561,88.91,1.91,28,43,137
13871,21-000313,-29.972,56.824,31.92,0.92,52,167,50
13948,21-000390,-28.369,58.357,27.86,1.39,191,22,43
13979,21-000421,-29.749,56.4,26.3,0.94,13,147,41
14139,21-000581,-29.089,58.221,21.51,0.71,179,87,34
14248,21-000690,-28.445,61.029,18.78,1.26,434,29,29
14761,21-001203,-29.628,61.336,11.73,0.21,462,136,19
14849,21-001291,-29.59,60.94,10.9,0.28,426,133,17
14959,21-001401,-29.023,61.276,9.96,0.0,456,81,16
15168,21-001610,-28.865,57.621,8.4,0.62,124,67,13
20683,27-000024,-30.257,59.158,92.52,1.26,264,193,143
20803,27-000238,-31.868,58.668,40.08,0.44,219,340,62
20835,27-000289,-31.949,57.101,36.14,0.65,77,347,56
20896,27-000388,-33.7,56.932,29.89,0.17,61,506,46
20921,27-000438,-30.526,57.247,27.64,0.21,90,218,43
20949,27-000486,-32.499,56.936,25.16,1.0,62,397,39
21083,27-000711,-32.471,57.259,17.98,0.76,91,394,28
21202,27-000900,-30.919,58.051,14.68,0.0,163,253,23
21498,27-001396,-32.49,56.595,9.07,0.55,31,396,14
21533,27-001453,-33.438,59.712,8.6,0.18,314,482,14
21670,28-000291,-33.4,60.858,26.42,0.27,418,479,41
21684,28-000325,-32.728,60.956,24.72,0.18,427,418,39
21710,28-000386,-32.203,60.071,21.84,0.16,347,370,34
21873,28-000764,-30.814,60.834,11.69,0.45,416,244,18
21884,28-000798,-30.42,60.693,11.15,0.18,403,208,18
21985,28-001031,-30.111,61.232,8.61,0.24,452,180,14
