Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
3075,11-000048,14.654,-44.371,61.43,0.14,57,201,95
3156,11-000129,12.864,-43.348,40.49,0.11,150,364,63
3167,11-000140,12.543,-44.079,38.65,0.22,83,393,60
3183,11-000156,11.556,-42.29,36.51,-0.02,246,483,57
3195,11-000168,11.784,-42.918,35.63,0.0,189,462,55
3299,11-000272,11.328,-43.189,27.46,0.15,164,503,43
3397,11-000370,11.706,-41.169,21.9,0.13,348,469,34
3521,11-000494,15.905,-43.253,17.44,0.95,158,88,27
3674,11-000647,11.252,-42.747,14.01,0.9,204,510,22
3891,11-000864,11.812,-43.422,10.59,0.61,143,459,17
3892,11-000865,13.2,-43.864,10.59,0.6,103,333,17
