Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10573,19-000135,-26.707,-44.523,42.68,1.01,43,382,66
10605,19-000167,-23.944,-44.412,38.26,1.5,53,131,59
10782,19-000344,-24.185,-44.942,25.42,0.72,5,153,40
10801,19-000363,-22.631,-40.31,24.59,0.41,426,11,38
10811,19-000373,-26.241,-41.35,24.19,0.82,331,339,38
10825,19-000387,-24.357,-43.875,23.4,1.41,102,168,36
10862,19-000424,-24.961,-41.079,21.78,0.18,356,223,34
10885,19-000447,-23.343,-44.575,21.09,1.22,38,76,33
10886,19-000448,-27.041,-41.927,21.09,0.7,279,412,33
10944,19-000506,-26.916,-44.249,19.57,0.85,68,401,31
10954,19-000516,-26.705,-44.869,19.36,1.34,11,382,30
10965,19-000527,-27.029,-39.758,19.05,1.19,476,411,30
10979,19-000541,-25.726,-43.446,18.61,0.68,141,293,29
11053,19-000615,-25.483,-44.174,16.61,0.5,75,270,26
11069,19-000631,-23.678,-44.906,16.21,0.0,8,107,25
11086,19-000648,-24.966,-42.046,15.88,0.31,268,224,25
11156,19-000718,-27.749,-40.461,14.59,0.06,412,476,23
11230,19-000792,-23.105,-42.88,13.33,0.38,192,54,21
11241,19-000803,-25.212,-40.462,13.17,0.89,412,246,21
11252,19-000814,-26.858,-40.238,13.05,0.36,432,395,21
11267,19-000829,-27.431,-41.681,12.8,0.19,301,447,20
11304,19-000866,-25.154,-42.093,12.28,0.34,264,241,19
11349,19-000911,-27.551,-39.582,11.71,0.18,492,458,19
11406,19-000968,-27.011,-44.538,11.02,0.08,41,409,17
11409,19-000971,-26.884,-42.771,10.98,0.0,202,398,17
11435,19-000997,-25.98,-39.685,10.75,0.1,482,316,17
11519,19-001081,-25.981,-43.14,9.85,0.0,168,316,16
11540,19-001102,-26.078,-44.533,9.71,0.83,42,325,15
11551,19-001113,-26.239,-40.271,9.59,0.85,429,339,15
11598,19-001160,-26.553,-44.014,9.29,0.0,89,368,15
11612,19-001174,-24.933,-42.984,9.22,0.08,183,221,15
11657,19-001219,-26.087,-43.239,8.91,0.09,159,325,14
11663,19-001225,-25.858,-41.018,8.89,0.14,361,305,14
11679,19-001241,-23.288,-41.443,8.75,0.0,323,71,14
11749,19-001311,-23.611,-40.168,8.36,0.76,438,100,13
11757,19-001319,-27.165,-39.469,8.33,0.66,502,423,13
11784,19-001346,-27.822,-40.784,8.1,0.74,383,483,13
11795,19-001357,-23.486,-44.309,8.06,0.17,62,89,13
