Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13560,21-000002,-27.961,74.141,171.5,1.88,92,496,264
13569,21-000011,-23.088,75.322,96.9,0.97,199,53,150
13620,21-000062,-23.042,74.251,64.39,1.49,102,49,100
13743,21-000185,-26.642,75.96,41.36,1.47,257,376,64
13807,21-000249,-24.049,78.261,35.79,1.04,466,140,56
13810,21-000252,-24.717,75.318,35.56,0.64,199,201,55
13823,21-000265,-22.649,75.966,34.73,0.97,258,13,54
14042,21-000484,-23.673,77.284,24.5,0.62,377,106,38
14044,21-000486,-22.966,77.232,24.45,0.83,373,42,38
14078,21-000520,-26.523,73.651,23.13,1.48,47,365,36
14118,21-000560,-22.946,78.216,22.14,0.59,462,40,35
14181,21-000623,-25.551,77.184,20.49,1.0,368,277,32
14182,21-000624,-27.185,76.45,20.47,1.51,302,425,32
14207,21-000649,-26.755,76.314,19.84,0.14,289,386,31
14239,21-000681,-24.959,76.805,18.99,1.4,334,223,30
14319,21-000761,-25.566,78.16,17.47,0.2,457,278,27
14377,21-000819,-23.913,73.487,16.39,0.95,32,128,26
14445,21-000887,-24.819,78.579,15.41,0.26,495,210,24
14562,21-001004,-26.243,76.431,13.91,1.2,300,340,22
14746,21-001188,-26.172,76.998,11.86,0.0,351,333,19
14811,21-001253,-25.836,75.836,11.23,0.35,246,303,18
14813,21-001255,-26.104,76.789,11.21,0.19,332,327,18
14864,21-001306,-27.317,76.141,10.8,0.65,273,437,17
15024,21-001466,-26.178,77.125,9.42,0.71,363,334,15
15034,21-001476,-28.015,78.034,9.34,0.17,445,501,15
15088,21-001530,-24.015,77.503,8.97,0.0,397,137,14
15148,21-001590,-27.296,77.025,8.51,0.03,354,435,14
