Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
22018,29-000013,-40.258,141.465,91.74,2.2,76,80,142
22047,29-000072,-41.112,145.518,58.77,0.28,444,157,91
22085,29-000135,-43.956,143.339,48.21,0.69,246,416,75
22181,29-000328,-44.407,140.628,32.89,0.49,0,457,51
22221,29-000406,-41.137,142.454,29.08,0.35,166,160,45
22225,29-000416,-41.061,140.666,28.92,0.82,3,153,45
22235,29-000440,-39.398,145.559,28.07,0.12,448,2,44
22277,29-000535,-40.477,143.69,25.15,0.57,278,100,39
22343,29-000678,-42.525,146.234,22.19,0.57,509,286,35
22439,29-000874,-43.526,144.667,18.67,1.05,367,377,29
22526,29-001049,-44.809,144.763,16.13,0.49,375,493,25
22568,29-001139,-43.137,145.402,14.93,0.56,433,341,23
22650,29-001302,-44.347,144.676,13.23,0.35,368,451,21
22694,29-001402,-42.674,145.297,12.42,0.13,424,299,20
22702,29-001417,-41.81,145.91,12.35,0.21,480,221,19
22751,29-001542,-40.06,146.079,11.21,0.3,495,62,18
22761,29-001558,-44.351,144.038,11.11,0.33,310,452,18
22778,29-001595,-44.824,140.984,10.84,0.0,32,495,17
22795,29-001622,-43.06,141.739,10.69,0.1,101,334,17
22797,29-001633,-41.267,144.168,10.63,0.28,321,171,17
22803,29-001644,-42.466,144.974,10.57,0.17,395,280,17
22820,29-001682,-39.404,142.167,10.28,0.51,140,2,16
22834,29-001711,-43.175,144.534,10.11,0.3,355,345,16
22835,29-001713,-39.39,144.871,10.09,0.27,385,1,16
22913,29-001874,-44.743,142.88,9.15,0.07,204,487,15
22940,29-001926,-42.162,144.025,8.88,0.25,308,253,14
23005,29-002057,-41.588,144.673,8.33,0.07,367,201,13
23024,29-002092,-44.422,145.202,8.16,0.16,415,458,13
