Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
1619,06-000006,32.117,74.781,81.16,0.0,150,148,125
1637,06-000033,31.697,76.326,33.87,0.22,290,186,53
1651,06-000060,30.697,74.225,26.61,1.6,99,277,41
1718,06-000167,31.742,78.633,13.95,0.41,500,182,22
1747,06-000207,32.093,75.542,12.34,0.43,219,150,19
1783,06-000260,32.909,74.55,10.34,0.35,129,76,16
1797,06-000278,30.123,77.169,9.76,0.39,367,329,16
1799,06-000281,30.614,77.691,9.69,0.38,414,284,15
1842,06-000347,31.934,77.524,8.47,0.26,399,164,14
1847,06-000353,31.547,77.292,8.32,0.64,378,200,13
5975,13-000029,28.417,74.942,83.67,2.65,165,484,129
6418,13-000472,29.773,76.832,17.32,0.61,336,361,27
6688,13-000742,29.244,73.797,11.94,0.48,61,409,19
