Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
19233,25-000011,-38.218,-61.205,105.4,0.74,60,405,163
19335,25-000196,-37.064,-61.422,37.85,0.28,41,301,59
19378,25-000294,-37.056,-60.805,30.2,1.07,97,300,47
19469,25-000505,-35.163,-61.558,20.68,0.11,28,128,32
19492,25-000563,-37.753,-61.19,18.93,0.1,62,363,30
19500,25-000576,-38.137,-61.055,18.69,0.1,74,398,29
19558,25-000712,-36.455,-61.063,15.83,0.39,73,245,25
19584,25-000776,-38.832,-60.77,14.85,0.0,100,461,23
19604,25-000815,-36.518,-61.271,14.38,0.9,54,251,23
19801,25-001255,-38.517,-61.523,9.55,0.64,31,433,15
19866,25-001387,-39.168,-61.82,8.62,0.35,4,492,14
20152,26-000440,-36.999,-58.947,22.54,0.8,265,295,35
20198,26-000515,-36.215,-57.577,20.03,1.04,390,223,31
20203,26-000525,-36.882,-58.304,19.66,0.55,324,284,31
20216,26-000549,-35.499,-58.31,19.11,0.52,323,158,30
20258,26-000621,-35.747,-56.937,17.19,0.12,448,181,27
20263,26-000626,-37.611,-58.218,17.06,0.99,332,350,27
20278,26-000653,-34.793,-58.786,16.51,0.08,280,94,26
20303,26-000700,-37.678,-56.494,15.38,0.05,488,356,24
20333,26-000764,-37.993,-58.942,14.1,0.45,266,385,22
20381,26-000847,-36.852,-56.637,12.95,0.0,475,281,20
20425,26-000917,-34.501,-58.331,11.84,0.1,321,68,19
20469,26-000999,-36.174,-59.972,10.85,0.27,172,220,17
20500,26-001047,-36.515,-57.326,10.28,0.56,413,251,16
20504,26-001052,-36.623,-58.461,10.26,0.0,310,260,16
20515,26-001065,-36.376,-59.516,10.11,0.68,214,238,16
20518,26-001071,-38.669,-59.665,10.04,0.17,200,446,16
20535,26-001092,-38.318,-56.859,9.82,0.03,455,414,16
20581,26-001163,-34.626,-58.625,9.13,0.0,295,79,15
20605,26-001205,-36.136,-58.028,8.82,0.44,349,216,14
20626,26-001252,-36.824,-57.865,8.42,0.52,364,279,13
