Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
18384,24-000072,-42.761,-129.968,72.48,1.02,457,307,112
18387,24-000075,-40.752,-129.417,70.59,0.29,507,125,109
18391,24-000080,-44.957,-134.621,68.32,2.53,34,507,106
18425,24-000141,-43.492,-133.498,52.52,0.21,136,374,81
18521,24-000372,-44.064,-132.057,32.08,0.65,267,425,50
18545,24-000416,-42.76,-133.698,30.4,0.55,118,307,47
18550,24-000439,-43.473,-130.971,29.01,1.31,366,372,45
18561,24-000459,-40.703,-134.966,28.25,0.15,3,120,44
18566,24-000465,-44.377,-134.972,28.06,0.12,2,454,44
18621,24-000584,-39.74,-130.703,24.03,0.12,390,33,37
18623,24-000587,-41.926,-132.737,23.97,0.58,205,231,37
18624,24-000588,-43.739,-129.835,23.95,0.54,469,396,37
18625,24-000590,-40.027,-131.37,23.92,0.56,329,59,37
18626,24-000592,-40.716,-131.065,23.85,0.54,357,121,37
18646,24-000631,-40.727,-131.642,22.76,0.36,305,122,36
18647,24-000632,-41.923,-129.545,22.76,0.36,495,231,36
18655,24-000657,-44.474,-130.18,22.06,0.49,437,463,34
18667,24-000687,-44.635,-130.754,21.29,0.62,385,477,33
18693,24-000749,-40.808,-133.015,19.98,0.51,180,130,31
18716,24-000791,-43.937,-130.872,18.92,0.56,375,414,30
18754,24-000874,-42.046,-132.12,17.35,1.08,261,242,27
18758,24-000886,-44.308,-131.323,17.18,0.31,334,448,27
18794,24-000963,-40.24,-131.397,15.99,0.55,327,78,25
18807,24-000993,-44.806,-131.47,15.4,0.38,320,493,24
18979,24-001380,-41.646,-133.069,11.29,0.21,175,206,18
19018,24-001453,-40.784,-132.399,10.73,0.36,236,127,17
19038,24-001498,-41.126,-132.609,10.37,0.17,217,159,16
19042,24-001506,-40.341,-133.775,10.31,0.25,111,87,16
19058,24-001550,-42.298,-132.217,10.02,0.33,252,265,16
19085,24-001604,-39.401,-130.314,9.64,0.39,425,2,15
19092,24-001619,-40.343,-134.259,9.54,0.71,67,87,15
19093,24-001620,-41.789,-131.679,9.53,0.14,301,219,15
19110,24-001663,-41.035,-130.193,9.24,0.21,436,150,15
19117,24-001679,-42.806,-134.177,9.11,0.08,74,311,15
19145,24-001735,-43.546,-134.538,8.84,0.25,41,378,14
19159,24-001764,-42.839,-131.622,8.71,0.38,306,314,14
19170,24-001785,-43.314,-132.934,8.58,0.08,187,357,14
19230,24-001899,-43.666,-132.441,8.01,0.13,232,389,13
