Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
18354,24-000005,-42.819,-145.022,203.96,0.61,111,312,314
18385,24-000073,-40.355,-141.191,72.33,0.36,459,89,112
18399,24-000096,-44.225,-143.247,60.91,0.07,272,440,94
18422,24-000138,-41.517,-146.237,53.02,1.3,1,194,82
18453,24-000209,-41.362,-141.705,43.18,0.24,412,180,67
18461,24-000222,-41.514,-143.419,41.93,0.0,257,194,65
18495,24-000316,-42.413,-142.326,34.57,0.0,356,275,54
18534,24-000400,-40.077,-145.734,31.02,0.39,46,63,48
18558,24-000452,-39.925,-142.361,28.69,0.25,353,49,45
18569,24-000468,-42.401,-145.833,27.87,0.22,37,274,43
18570,24-000469,-40.844,-142.665,27.82,1.07,325,133,43
18578,24-000494,-44.771,-142.45,26.84,0.11,345,490,42
18579,24-000496,-41.352,-141.207,26.73,0.35,458,179,42
18618,24-000578,-42.46,-143.572,24.1,0.09,243,280,38
18657,24-000662,-43.527,-144.429,21.98,0.11,165,377,34
18669,24-000694,-40.285,-142.516,21.17,0.57,339,82,33
18691,24-000742,-40.125,-144.224,20.13,0.58,184,68,31
18709,24-000782,-39.704,-144.998,19.12,0.51,113,29,30
18711,24-000784,-42.74,-145.174,19.05,1.05,97,305,30
18719,24-000795,-43.212,-143.246,18.89,0.07,272,348,30
18735,24-000837,-44.66,-145.095,18.1,0.45,104,480,28
18774,24-000932,-42.024,-145.574,16.54,0.24,61,240,26
18811,24-001005,-40.711,-144.143,15.31,0.25,191,121,24
18821,24-001023,-39.409,-144.395,15.11,0.54,168,3,24
18861,24-001096,-44.139,-144.163,14.17,0.07,189,432,22
18901,24-001189,-42.921,-144.088,13.02,0.09,196,322,21
18923,24-001252,-42.305,-141.49,12.45,0.48,432,266,20
18931,24-001262,-40.97,-146.032,12.37,0.23,19,144,20
18938,24-001273,-41.959,-142.998,12.28,0.32,295,234,19
18957,24-001326,-39.73,-144.351,11.8,0.83,172,32,19
18972,24-001365,-40.828,-141.866,11.4,0.25,398,131,18
18974,24-001367,-44.42,-142.691,11.4,0.03,323,458,18
18989,24-001396,-43.006,-143.13,11.14,0.04,283,329,18
19015,24-001448,-41.287,-145.847,10.81,0.72,36,173,17
19029,24-001475,-41.061,-143.247,10.51,0.24,272,153,17
19057,24-001549,-41.86,-145.784,10.04,0.26,42,225,16
19060,24-001555,-40.33,-142.978,9.97,0.51,297,86,16
19068,24-001568,-40.748,-141.136,9.9,0.08,464,124,16
19119,24-001684,-39.637,-146.075,9.08,0.19,15,23,14
19174,24-001791,-42.214,-142.755,8.53,0.0,317,257,14
19177,24-001797,-40.672,-140.814,8.5,0.0,493,117,14
19182,24-001804,-41.577,-141.627,8.46,0.37,419,200,14
19189,24-001817,-44.54,-145.511,8.39,0.22,67,469,13
