Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10454,19-000016,-16.386,-24.814,91.53,0.62,300,466,141
10527,19-000089,-14.295,-26.326,52.84,0.18,163,276,82
10534,19-000096,-16.792,-27.811,50.94,0.29,28,503,79
10535,19-000097,-16.807,-25.714,50.74,1.57,219,504,79
10562,19-000124,-13.418,-25.397,44.95,0.37,247,196,70
10587,19-000149,-15.006,-22.827,40.46,0.19,481,341,63
10591,19-000153,-16.002,-26.332,39.87,0.23,162,431,62
10626,19-000188,-15.744,-25.101,35.57,0.33,274,408,55
10679,19-000241,-14.626,-24.526,30.61,0.33,326,306,48
10702,19-000264,-14.977,-26.545,29.49,1.09,143,338,46
10754,19-000316,-14.155,-27.343,26.7,0.88,71,263,42
10775,19-000337,-11.653,-24.252,25.71,1.02,351,36,40
10898,19-000460,-11.411,-26.015,20.71,0.14,191,14,32
10914,19-000476,-13.49,-27.064,20.29,0.81,96,203,32
10988,19-000550,-14.276,-25.133,18.4,0.95,271,274,29
11001,19-000563,-11.784,-24.807,18.07,0.85,301,48,28
11026,19-000588,-12.258,-24.215,17.35,0.39,355,91,27
11032,19-000594,-14.193,-26.493,17.11,1.04,148,267,27
11074,19-000636,-14.639,-25.594,16.13,0.47,229,307,25
11079,19-000641,-16.404,-25.085,16.07,0.28,276,468,25
11091,19-000653,-13.344,-26.7,15.77,0.07,129,190,25
11100,19-000662,-16.453,-26.53,15.57,1.22,144,472,24
11102,19-000664,-11.931,-26.576,15.54,1.32,140,61,24
11178,19-000740,-15.527,-24.701,14.18,0.0,311,388,22
11256,19-000818,-16.164,-23.385,13.02,1.25,430,446,21
11352,19-000914,-12.232,-25.867,11.7,0.62,205,89,18
11381,19-000943,-15.46,-23.774,11.32,1.08,395,382,18
11457,19-001019,-12.035,-23.899,10.53,1.02,383,71,17
11480,19-001042,-11.41,-26.613,10.21,1.12,137,14,16
11490,19-001052,-12.742,-27.271,10.11,0.23,77,135,16
11501,19-001063,-13.127,-23.42,10.03,0.0,427,170,16
11524,19-001086,-14.221,-22.508,9.82,0.16,510,269,16
11541,19-001103,-15.124,-24.041,9.7,0.12,371,351,15
11560,19-001122,-12.499,-25.492,9.53,1.17,239,113,15
11607,19-001169,-11.528,-23.312,9.24,0.0,437,25,15
11648,19-001210,-16.209,-22.521,9.02,0.13,509,450,14
11650,19-001212,-16.668,-23.053,8.97,0.2,460,492,14
11654,19-001216,-11.713,-25.667,8.95,0.34,223,42,14
11676,19-001238,-15.325,-23.365,8.77,0.12,432,370,14
11754,19-001316,-12.012,-26.093,8.34,0.0,184,69,13
11760,19-001322,-12.971,-24.458,8.3,0.0,333,156,13
11800,19-001362,-13.026,-27.248,8.02,0.11,79,161,13
