Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15241,22-000012,-7.274,119.187,88.36,1.76,96,149,136
15248,22-000019,-5.856,122.153,81.0,1.71,365,20,125
15274,22-000045,-8.193,123.746,62.82,1.38,510,233,97
15308,22-000079,-10.0,119.065,54.66,0.3,85,397,85
15348,22-000119,-6.089,121.443,42.88,0.44,301,42,66
15364,22-000135,-9.147,123.069,40.0,0.63,449,319,62
15379,22-000150,-8.733,123.113,38.53,1.02,453,282,60
15383,22-000154,-5.635,119.411,38.36,0.24,116,0,60
15392,22-000163,-11.211,120.596,37.4,0.0,224,507,58
15393,22-000164,-6.734,122.555,37.35,0.96,402,100,58
15417,22-000188,-8.188,121.859,34.86,2.02,339,232,54
15482,22-000253,-7.061,120.945,29.19,0.86,256,130,45
15532,22-000303,-10.915,122.429,26.37,0.56,390,480,41
15539,22-000310,-7.989,121.373,26.17,1.17,295,214,41
15578,22-000349,-6.032,119.384,24.45,0.0,114,36,38
15595,22-000366,-6.232,119.384,23.65,1.44,114,55,37
15643,22-000414,-9.301,121.962,22.3,0.63,348,333,35
15654,22-000425,-11.158,122.478,21.82,0.47,395,502,34
15670,22-000441,-9.398,121.452,21.37,0.42,302,342,33
15686,22-000457,-10.539,123.116,21.01,1.33,453,446,33
15760,22-000531,-9.609,118.56,18.77,0.49,39,361,29
15778,22-000549,-10.256,119.536,18.38,1.02,128,420,29
15800,22-000571,-10.128,118.54,17.79,0.35,37,409,28
15843,22-000614,-7.046,121.623,16.9,1.21,317,129,26
15859,22-000630,-8.942,121.42,16.6,0.35,299,301,26
15892,22-000663,-8.997,121.077,16.21,0.52,268,306,25
15939,22-000710,-9.951,121.414,15.48,0.4,298,392,24
16008,22-000779,-9.643,121.71,14.4,0.52,325,365,23
16026,22-000797,-10.602,119.741,14.12,0.41,146,452,22
16031,22-000802,-7.181,120.601,14.05,0.34,224,141,22
16127,22-000898,-8.411,121.245,12.89,0.21,283,253,20
16137,22-000908,-10.425,119.189,12.72,0.39,96,436,20
16167,22-000938,-8.087,122.103,12.37,0.62,361,223,20
16261,22-001032,-7.3,118.198,11.58,0.37,6,152,18
16275,22-001046,-11.178,123.38,11.41,0.91,477,504,18
16338,22-001109,-8.128,121.454,10.8,1.13,302,227,17
16385,22-001156,-6.182,120.669,10.38,0.15,231,50,16
16428,22-001199,-10.98,118.624,10.05,0.25,45,486,16
16482,22-001253,-10.67,118.582,9.67,0.93,41,458,15
16623,22-001394,-9.034,118.849,8.63,0.06,65,309,14
16675,22-001446,-8.102,118.391,8.4,0.24,24,225,13
16683,22-001454,-10.52,119.829,8.34,0.22,154,444,13
16753,22-001524,-9.029,121.422,8.0,0.82,299,309,13
