Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
4215,12-000011,19.309,24.618,116.15,2.44,192,289,179
4296,12-000092,18.455,23.248,56.6,0.67,67,367,88
4333,12-000129,17.389,26.118,48.42,0.72,328,464,75
4355,12-000151,20.691,24.09,45.86,0.51,144,164,71
4377,12-000173,22.404,25.532,44.35,1.69,275,8,69
4413,12-000209,17.664,27.231,41.31,0.53,429,439,64
4715,12-000511,17.718,27.619,24.06,0.7,465,434,38
4721,12-000517,20.95,26.156,23.85,0.28,332,140,37
4754,12-000550,17.521,25.659,22.85,0.74,286,452,36
4841,12-000637,20.546,25.279,20.29,0.31,252,177,32
4858,12-000654,17.105,24.199,19.9,0.24,154,490,31
4866,12-000662,18.512,25.106,19.78,0.65,236,362,31
4897,12-000693,21.847,25.169,19.18,0.74,242,59,30
4907,12-000703,17.215,25.142,19.08,0.3,240,480,30
4951,12-000747,20.137,26.373,18.1,1.04,351,214,28
5083,12-000879,20.111,28.105,15.75,0.85,509,217,25
5123,12-000919,20.785,23.63,15.09,0.52,102,155,24
5331,12-001127,19.319,23.579,12.31,0.74,98,288,19
5338,12-001134,21.613,27.893,12.24,0.42,489,80,19
5347,12-001143,18.409,27.826,12.16,0.62,483,371,19
5400,12-001196,22.153,26.611,11.6,0.28,373,31,18
5535,12-001331,21.528,23.002,10.56,0.1,45,88,17
5560,12-001356,22.373,24.165,10.34,0.64,151,11,16
5637,12-001433,20.529,27.289,9.82,0.47,435,179,16
5784,12-001580,17.648,23.126,8.89,0.05,56,440,14
5808,12-001604,22.059,25.055,8.78,0.66,232,40,14
5824,12-001620,21.06,27.928,8.7,0.0,493,130,14
5846,12-001642,17.346,22.702,8.57,0.1,18,468,14
5883,12-001679,20.766,25.374,8.34,0.14,261,157,13
5921,12-001717,17.371,25.399,8.09,0.1,263,465,13
5925,12-001721,17.299,22.943,8.09,0.35,40,472,13
