Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
8156,16-000012,-13.88,-156.331,119.27,1.65,106,238,184
8165,16-000021,-11.697,-153.598,93.76,1.22,354,40,145
8188,16-000044,-16.565,-152.248,68.85,2.26,477,482,106
8216,16-000072,-13.983,-154.319,56.6,1.26,288,248,88
8322,16-000178,-16.638,-151.915,38.47,1.57,507,489,60
8332,16-000188,-15.917,-156.003,37.63,0.17,135,423,58
8338,16-000194,-16.291,-156.981,36.91,1.6,47,457,57
8349,16-000205,-15.508,-152.478,36.1,0.83,456,386,56
8351,16-000207,-15.498,-155.458,36.03,0.79,185,385,56
8353,16-000209,-13.097,-157.082,35.62,1.01,37,167,55
8424,16-000280,-11.836,-156.62,30.08,0.83,79,53,47
8434,16-000290,-12.084,-155.768,29.61,0.33,157,75,46
8542,16-000398,-15.731,-156.359,25.57,0.57,103,407,40
8552,16-000408,-12.307,-152.336,25.15,1.46,469,96,39
8558,16-000414,-14.921,-152.553,24.94,0.76,449,333,39
8732,16-000588,-16.381,-155.523,19.34,0.19,179,466,30
8750,16-000606,-13.602,-154.846,18.89,0.32,241,213,30
8769,16-000625,-13.562,-153.82,18.41,0.33,334,210,29
8770,16-000626,-16.611,-155.028,18.37,0.26,224,487,29
8801,16-000657,-13.435,-153.088,17.96,0.34,400,198,28
8880,16-000736,-14.268,-154.895,16.1,0.17,236,274,25
8881,16-000737,-16.651,-154.601,16.09,0.92,263,490,25
8882,16-000738,-12.361,-153.123,16.04,0.36,397,100,25
8885,16-000741,-12.675,-155.053,16.02,0.0,222,129,25
8889,16-000745,-13.955,-153.058,15.98,0.16,403,245,25
8896,16-000752,-13.739,-153.714,15.92,0.0,343,226,25
8909,16-000765,-13.445,-152.857,15.79,0.92,421,199,25
8918,16-000774,-14.38,-155.829,15.6,0.29,151,284,24
8995,16-000851,-15.705,-154.53,14.47,0.32,269,404,23
9025,16-000881,-16.143,-153.422,13.98,1.1,370,444,22
9056,16-000912,-14.457,-154.562,13.55,0.22,266,291,21
9090,16-000946,-13.223,-153.851,13.2,0.16,331,179,21
9110,16-000966,-11.618,-153.112,13.01,0.0,398,33,21
9132,16-000988,-16.871,-155.101,12.62,0.28,217,510,20
9162,16-001018,-14.592,-153.455,12.16,0.12,367,303,19
9211,16-001067,-13.651,-153.645,11.57,0.0,350,218,18
9231,16-001087,-14.09,-152.666,11.47,1.09,439,257,18
9245,16-001101,-14.25,-156.484,11.27,0.93,92,272,18
9251,16-001107,-12.103,-152.043,11.22,0.24,495,77,18
9335,16-001191,-15.009,-153.604,10.42,0.84,353,341,17
9354,16-001210,-13.219,-155.974,10.22,0.22,138,178,16
9357,16-001213,-16.804,-155.325,10.16,0.65,197,504,16
9404,16-001260,-16.315,-156.35,9.75,0.21,104,460,15
9414,16-001270,-16.526,-155.338,9.69,0.22,196,479,15
9420,16-001276,-15.698,-156.398,9.64,0.77,100,404,15
9553,16-001409,-15.134,-152.327,8.76,0.82,469,352,14
9557,16-001413,-13.14,-153.247,8.7,0.2,386,171,14
9621,16-001477,-15.424,-155.432,8.36,0.6,187,379,13
9637,16-001493,-11.975,-156.047,8.3,0.0,131,65,13
9644,16-001500,-14.169,-152.748,8.28,0.25,431,265,13
