Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
8307,16-000163,-3.41,-167.21,40.21,0.17,139,309,62
8376,16-000232,-4.812,-166.299,32.91,1.63,222,437,51
8432,16-000288,-5.362,-165.276,29.85,0.06,315,487,46
8715,16-000571,-4.586,-168.371,19.81,1.09,34,416,31
8759,16-000615,-5.299,-167.786,18.64,1.14,87,481,29
8997,16-000853,-4.167,-168.679,14.46,0.35,6,378,23
9000,16-000856,-0.103,-168.546,14.42,1.23,18,9,23
9124,16-000980,-0.241,-167.088,12.84,0.16,150,21,20
9133,16-000989,-5.11,-163.892,12.61,0.94,441,464,20
9178,16-001034,-3.168,-164.238,11.93,0.78,409,287,19
9334,16-001190,-5.142,-164.643,10.43,0.2,373,467,17
