Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15242,22-000013,-25.506,121.198,87.75,0.09,279,273,135
15292,22-000063,-23.647,122.813,58.09,1.45,425,104,90
15297,22-000068,-25.756,122.349,57.43,1.39,383,295,89
15304,22-000075,-24.512,122.02,55.22,0.67,353,182,85
15316,22-000087,-23.008,122.381,51.9,2.13,386,46,80
15328,22-000099,-23.777,119.559,47.12,0.15,130,116,73
15376,22-000147,-25.355,121.261,38.8,0.1,284,259,60
15419,22-000190,-27.575,120.371,34.8,0.19,204,461,54
15445,22-000216,-23.427,123.426,32.62,0.12,481,84,51
15450,22-000221,-27.875,123.548,31.87,1.14,492,488,50
15489,22-000260,-26.332,122.005,28.69,1.12,352,348,45
15522,22-000293,-23.857,121.867,26.82,1.85,339,123,42
15523,22-000294,-26.166,121.981,26.81,0.62,350,333,42
15636,22-000407,-23.326,120.541,22.41,0.13,219,75,35
15685,22-000456,-26.728,119.984,21.04,0.11,168,384,33
15700,22-000471,-22.745,120.017,20.45,0.06,171,22,32
15736,22-000507,-25.305,120.135,19.52,0.06,182,254,31
15832,22-000603,-26.863,123.154,17.2,0.62,456,396,27
15855,22-000626,-24.475,122.952,16.75,1.39,438,179,26
15901,22-000672,-25.789,120.806,16.1,0.41,243,298,25
15902,22-000673,-26.482,120.912,16.09,1.32,253,361,25
15912,22-000683,-26.925,120.303,15.88,0.32,197,401,25
15924,22-000695,-24.391,119.563,15.75,0.07,130,171,25
15950,22-000721,-24.06,123.621,15.29,0.13,499,141,24
15958,22-000729,-23.234,119.514,15.18,0.92,126,66,24
16067,22-000838,-22.985,118.667,13.65,0.07,49,44,21
16107,22-000878,-26.481,122.71,13.08,1.21,416,361,21
16154,22-000925,-25.31,120.368,12.54,0.08,203,255,20
16232,22-001003,-25.312,123.074,11.78,0.22,449,255,19
16252,22-001023,-27.605,121.641,11.63,0.07,319,463,18
16368,22-001139,-27.169,121.73,10.47,0.0,327,424,17
16372,22-001143,-24.874,123.021,10.45,0.16,444,215,17
16416,22-001187,-24.793,122.688,10.12,0.31,414,208,16
16442,22-001213,-25.116,118.743,9.95,0.1,56,237,16
16460,22-001231,-26.612,122.195,9.82,0.84,369,373,16
16477,22-001248,-27.889,119.672,9.68,0.86,140,489,15
16490,22-001261,-22.953,118.48,9.62,0.53,32,41,15
16621,22-001392,-26.982,118.184,8.64,0.0,5,407,14
