Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
143,03-000053,30.713,-81.815,25.78,1.24,232,275,40
151,03-000061,30.505,-79.87,24.02,1.25,409,294,37
237,03-000216,32.084,-83.74,12.0,0.67,57,151,19
2504,10-000061,29.619,-84.278,38.08,0.08,8,375,59
2505,10-000062,28.735,-83.506,37.8,0.13,78,455,59
2638,10-000195,29.094,-82.39,18.67,0.92,180,422,29
2642,10-000199,28.746,-81.968,18.49,0.51,218,454,29
2648,10-000205,28.813,-80.711,18.26,0.02,332,448,29
2764,10-000321,29.333,-80.372,12.63,0.88,363,401,20
2830,10-000387,29.92,-81.69,10.99,0.68,243,347,17
2968,10-000525,29.999,-79.92,8.6,0.65,404,340,14
2969,10-000526,28.152,-79.523,8.59,0.62,440,508,14
3006,10-000563,28.251,-80.168,8.2,0.68,382,499,13
