Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
22058,29-000086,-43.202,146.398,54.63,0.68,13,347,85
22070,29-000104,-43.183,150.937,52.55,1.06,425,345,81
22100,29-000167,-43.684,148.092,43.99,1.92,167,391,68
22105,29-000182,-39.857,149.904,42.34,0.38,331,43,66
22156,29-000280,-39.543,149.643,35.55,0.43,308,15,55
22233,29-000438,-40.437,149.688,28.19,0.54,312,96,44
22261,29-000501,-41.486,150.687,25.97,0.0,403,191,40
22374,29-000735,-39.533,151.525,20.94,1.32,479,14,33
22377,29-000744,-44.419,150.105,20.77,0.37,350,458,32
22379,29-000746,-44.554,147.527,20.76,0.51,116,470,32
22410,29-000816,-40.026,149.679,19.7,0.6,311,59,31
22412,29-000819,-39.718,149.96,19.64,0.33,337,31,31
22414,29-000821,-40.896,149.997,19.58,0.43,340,138,31
22451,29-000904,-40.004,150.258,18.15,0.58,364,57,28
22466,29-000929,-41.288,149.592,17.74,0.21,303,173,28
22523,29-001042,-40.396,146.279,16.18,0.2,2,92,25
22547,29-001090,-40.23,150.747,15.54,0.53,408,77,24
22569,29-001141,-44.806,151.329,14.89,0.44,461,493,23
22575,29-001152,-41.377,149.989,14.83,0.38,339,181,23
22585,29-001171,-39.892,146.308,14.56,0.14,5,46,23
22645,29-001292,-44.944,150.098,13.3,0.35,349,505,21
22662,29-001331,-44.073,149.399,12.96,0.12,286,426,20
22706,29-001422,-39.54,149.102,12.26,0.17,259,14,19
22715,29-001443,-44.532,149.604,12.02,0.21,304,468,19
22717,29-001448,-42.207,151.462,11.98,0.33,473,257,19
22771,29-001583,-44.168,150.913,10.91,0.41,423,435,17
22792,29-001617,-39.865,151.488,10.71,0.23,475,44,17
22812,29-001669,-42.007,148.405,10.41,0.75,195,239,17
22822,29-001686,-44.743,148.688,10.27,0.16,221,487,16
22840,29-001725,-41.162,146.942,10.02,0.16,62,162,16
