Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
7125,14-000028,6.189,116.968,53.95,0.8,405,459,83
7146,14-000049,8.511,113.315,42.75,0.43,74,248,66
7153,14-000056,10.044,116.779,39.61,0.31,388,109,61
7170,14-000073,10.226,116.484,33.93,1.46,361,93,53
7187,14-000090,10.462,112.664,30.85,0.44,14,71,48
7195,14-000098,6.988,114.649,29.4,0.27,195,387,46
7198,14-000101,6.288,113.105,29.01,0.85,54,450,45
7209,14-000112,6.066,114.555,27.79,0.14,186,470,43
7234,14-000137,8.603,112.893,25.64,0.8,35,240,40
7237,14-000140,6.165,117.816,25.4,0.0,482,461,40
7246,14-000149,6.238,116.682,24.61,1.05,379,455,38
7270,14-000173,6.226,114.148,22.74,0.36,149,456,35
7289,14-000192,6.47,117.54,21.76,0.27,457,434,34
7310,14-000213,8.266,116.21,20.31,0.28,337,271,32
7313,14-000216,7.681,114.475,20.14,0.44,179,324,31
7314,14-000217,8.223,116.751,20.14,0.16,386,274,31
7316,14-000219,9.874,115.602,20.11,1.13,281,125,31
7336,14-000239,6.415,118.107,19.11,0.72,509,439,30
7344,14-000247,5.68,116.452,18.7,0.45,359,506,29
7358,14-000261,7.143,116.53,18.03,0.81,366,373,28
7369,14-000272,7.037,117.198,17.44,1.14,426,382,27
7370,14-000273,8.43,113.683,17.43,0.25,107,256,27
7371,14-000274,9.645,117.657,17.38,1.01,468,145,27
7393,14-000296,7.821,114.178,15.97,0.33,152,311,25
7410,14-000313,8.805,117.527,15.26,1.13,456,222,24
7411,14-000314,6.355,115.363,15.25,1.06,260,444,24
7433,14-000336,6.952,117.663,14.66,0.2,469,390,23
7439,14-000342,7.667,114.033,14.28,0.56,139,325,22
7462,14-000365,6.939,118.037,13.93,0.13,503,391,22
7467,14-000370,9.302,117.498,13.72,0.93,454,176,22
7473,14-000376,9.175,113.051,13.65,0.79,50,188,21
7477,14-000380,10.959,116.822,13.59,0.97,392,26,21
7491,14-000394,9.204,115.808,13.08,0.13,300,185,21
7499,14-000402,10.685,113.443,12.81,1.01,85,51,20
7553,14-000456,10.618,112.822,11.6,0.84,29,57,18
7557,14-000460,7.652,114.521,11.55,0.5,183,326,18
7567,14-000470,6.836,113.554,11.34,0.17,95,400,18
7580,14-000483,8.027,113.243,11.14,0.18,67,292,18
7604,14-000507,7.206,116.479,10.68,0.74,361,367,17
7631,14-000534,8.236,113.216,10.32,0.73,65,273,16
7661,14-000564,7.217,114.044,9.84,0.71,140,366,16
7684,14-000587,5.71,116.219,9.42,0.17,337,503,15
7693,14-000596,6.271,114.099,9.26,0.59,145,452,15
7727,14-000630,11.072,115.594,8.85,0.68,281,16,14
7774,14-000677,7.877,116.941,8.38,0.7,403,306,13
7785,14-000688,7.4,117.573,8.29,0.08,460,349,13
7792,14-000695,7.831,112.748,8.21,0.35,22,310,13
