Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
9908,18-000010,-2.945,-52.16,78.85,3.8,371,267,122
9967,18-000069,-0.753,-52.582,33.97,0.91,333,68,53
9999,18-000101,-3.974,-52.828,27.3,0.73,310,361,42
10008,18-000110,-5.267,-55.293,25.68,1.16,86,478,40
10013,18-000115,-0.05,-52.552,25.06,1.45,335,4,39
10026,18-000128,-4.543,-54.105,22.67,1.21,194,412,35
10030,18-000132,-5.625,-51.715,22.1,1.36,411,0,34
10036,18-000138,-4.293,-51.766,21.15,0.79,407,389,33
10080,18-000182,-3.528,-51.402,18.19,1.08,440,320,28
10114,18-000216,-3.889,-55.394,16.26,0.68,77,353,26
10123,18-000225,-3.408,-53.402,15.8,0.5,258,309,25
10160,18-000262,-0.932,-54.327,14.39,0.99,174,84,23
10184,18-000286,-2.89,-52.879,13.56,1.67,306,262,21
10202,18-000304,-5.473,-52.505,12.77,0.45,340,497,20
10208,18-000310,-5.118,-52.555,12.67,0.14,335,464,20
10229,18-000331,-3.809,-53.405,11.95,0.5,258,346,19
10246,18-000348,-1.173,-51.009,11.53,1.05,476,106,18
10249,18-000351,-1.86,-52.654,11.45,1.26,326,168,18
10286,18-000388,-2.736,-53.332,10.66,0.45,265,248,17
10309,18-000411,-3.632,-53.75,10.19,0.34,227,329,16
10328,18-000430,-1.036,-55.517,9.79,0.67,66,94,16
10349,18-000451,-4.635,-52.717,9.46,0.23,320,421,15
10369,18-000471,-3.868,-50.767,9.02,0.71,498,351,14
10424,18-000526,-3.901,-54.697,8.12,0.45,141,354,13
10431,18-000533,-5.33,-55.403,8.05,0.0,76,484,13
