Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
16797,23-000042,-24.865,140.487,70.8,0.42,498,214,109
16813,23-000058,-23.539,135.743,62.78,1.21,67,94,97
16854,23-000099,-24.779,139.307,47.63,0.64,391,207,74
16892,23-000137,-22.683,140.247,41.52,1.1,476,16,64
16904,23-000149,-27.208,136.43,40.17,0.42,129,427,62
16908,23-000153,-25.441,136.423,39.51,0.97,129,267,61
17001,23-000246,-24.623,136.099,32.15,1.35,99,192,50
17105,23-000350,-27.559,136.49,26.44,0.23,135,459,41
17180,23-000425,-26.942,139.826,23.17,1.3,438,403,36
17194,23-000439,-25.324,138.295,22.54,0.2,299,256,35
17261,23-000506,-22.942,138.884,20.67,1.07,352,40,32
17345,23-000590,-27.601,140.05,18.58,0.46,458,463,29
17356,23-000601,-24.191,136.29,18.38,0.37,117,153,29
17427,23-000672,-27.634,139.729,17.03,1.22,429,466,27
17467,23-000712,-23.261,138.681,16.28,0.39,334,69,26
17530,23-000775,-26.661,140.067,15.23,0.82,460,378,24
17568,23-000813,-25.864,137.25,14.6,0.24,204,305,23
17603,23-000848,-24.169,135.085,14.13,0.99,7,151,22
17630,23-000875,-26.303,139.363,13.82,0.33,396,345,22
17634,23-000879,-24.105,139.351,13.79,0.85,395,145,22
17636,23-000881,-26.943,136.059,13.73,0.2,96,403,22
17683,23-000928,-27.894,137.472,13.02,0.99,224,490,21
17805,23-001050,-25.729,136.579,11.71,1.16,143,293,19
17806,23-001051,-26.142,139.502,11.7,0.33,408,330,18
17855,23-001100,-24.204,139.612,11.26,0.29,418,154,18
17869,23-001114,-25.211,139.478,11.17,0.43,406,246,18
17936,23-001181,-26.077,138.305,10.62,0.14,300,324,17
17975,23-001220,-25.436,135.567,10.3,0.66,51,266,16
18027,23-001272,-27.04,140.346,9.84,0.24,485,412,16
18036,23-001281,-26.25,136.377,9.79,0.18,125,340,16
18063,23-001308,-24.727,137.095,9.62,0.1,190,202,15
18073,23-001318,-28.124,136.831,9.49,1.17,166,510,15
18081,23-001326,-27.626,137.902,9.41,0.8,263,465,15
18169,23-001414,-24.43,135.141,8.93,0.13,12,175,14
18174,23-001419,-27.384,135.069,8.88,1.01,6,443,14
18189,23-001434,-27.831,135.098,8.77,0.26,8,484,14
18209,23-001454,-23.782,138.448,8.66,0.24,313,116,14
18213,23-001458,-28.041,140.12,8.65,0.72,465,503,14
