Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
22029,29-000043,-35.314,166.094,66.22,0.98,269,142,102
22030,29-000044,-36.978,167.341,65.93,0.27,383,293,102
22115,29-000204,-37.415,163.163,40.75,0.2,3,332,63
22122,29-000218,-35.137,168.385,39.33,0.09,477,126,61
22139,29-000248,-35.86,167.572,37.06,0.12,403,191,58
22145,29-000261,-38.159,167.621,36.59,0.12,408,400,57
22182,29-000329,-36.075,165.301,32.84,0.94,197,211,51
22232,29-000435,-38.704,166.955,28.24,0.17,347,450,44
22257,29-000492,-33.786,165.306,26.24,0.3,198,3,41
22274,29-000529,-33.954,165.942,25.37,0.46,255,18,40
22390,29-000776,-36.356,164.795,20.26,0.44,151,236,32
22402,29-000798,-34.082,168.419,19.94,1.1,480,30,31
22431,29-000859,-36.751,166.551,18.95,0.13,311,272,30
22458,29-000919,-37.922,164.4,17.9,0.1,115,379,28
22491,29-000982,-35.331,163.577,16.8,0.09,41,143,26
22528,29-001051,-37.064,167.078,16.12,0.78,359,301,25
22543,29-001076,-34.394,166.923,15.71,0.06,345,58,25
22587,29-001176,-37.24,167.466,14.53,0.13,394,317,23
22632,29-001269,-39.212,163.574,13.54,0.22,40,496,21
22705,29-001421,-35.24,165.671,12.27,0.83,231,135,19
22788,29-001610,-34.82,165.679,10.73,0.75,232,97,17
22839,29-001722,-36.004,168.009,10.03,0.07,443,204,16
22847,29-001740,-34.083,165.122,9.93,0.0,181,30,16
22912,29-001873,-39.259,167.411,9.16,0.08,389,500,15
22946,29-001936,-36.469,165.702,8.83,0.14,234,247,14
22983,29-002009,-35.595,168.446,8.52,0.6,483,167,14
22985,29-002011,-38.382,165.082,8.5,0.0,177,420,14
23019,29-002084,-37.929,164.2,8.22,0.1,97,379,13
