Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
738,05-000019,39.001,45.05,73.51,2.0,4,33,114
746,05-000027,35.459,46.818,66.46,0.46,165,355,103
827,05-000121,38.477,49.557,36.48,1.39,413,81,57
828,05-000122,38.356,47.415,36.29,0.36,219,92,56
843,05-000140,37.423,45.636,33.85,0.96,57,177,53
844,05-000141,36.057,46.13,33.85,1.2,102,301,53
885,05-000186,36.904,46.177,29.17,0.85,106,224,45
894,05-000196,35.957,46.981,28.34,0.7,179,310,44
909,05-000218,38.932,46.994,26.78,0.49,181,40,42
935,05-000247,35.47,45.075,25.6,0.43,6,354,40
962,05-000279,37.702,49.588,23.86,0.37,416,151,37
965,05-000282,38.481,45.208,23.65,1.02,18,81,37
971,05-000291,38.397,46.918,23.46,0.6,174,88,37
1015,05-000344,35.859,45.226,21.02,0.19,20,319,33
1025,05-000355,37.212,46.736,20.73,0.48,157,196,32
1041,05-000374,34.284,46.625,20.04,0.58,147,462,31
1047,05-000382,35.676,47.54,19.67,0.6,230,336,31
1048,05-000383,36.036,48.347,19.65,0.54,304,303,31
1098,05-000441,38.993,46.25,17.41,0.39,113,34,27
1111,05-000457,36.614,49.668,16.92,0.33,424,250,27
1119,05-000465,35.301,45.316,16.59,0.49,28,370,26
1129,05-000476,36.23,46.685,16.39,0.21,153,285,26
1142,05-000491,37.005,45.407,15.7,0.18,36,215,25
1147,05-000499,35.873,49.638,15.46,0.38,421,318,24
1162,05-000517,36.616,48.611,15.13,0.37,328,250,24
1174,05-000530,34.393,48.319,14.82,0.41,301,452,23
1188,05-000545,38.829,50.191,14.34,0.34,471,49,23
1254,05-000627,38.117,48.955,12.79,0.27,359,114,20
1256,05-000629,35.421,46.267,12.73,0.34,115,359,20
1257,05-000630,37.029,48.833,12.73,0.39,348,213,20
1280,05-000659,36.804,45.276,12.2,0.23,25,233,19
1300,05-000685,33.791,45.192,11.79,0.19,17,507,19
1310,05-000699,37.491,50.343,11.67,0.19,485,171,18
1328,05-000721,36.471,47.104,11.36,0.1,191,263,18
1332,05-000726,36.249,49.408,11.32,0.24,400,283,18
1359,05-000761,36.06,49.552,10.88,0.2,413,301,17
1365,05-000769,34.898,45.224,10.8,0.15,20,406,17
1399,05-000809,38.051,45.241,10.35,0.27,21,120,16
1400,05-000810,37.444,47.555,10.35,0.27,232,175,16
1424,05-000838,36.421,48.589,10.13,0.27,326,268,16
1435,05-000850,34.578,47.887,10.02,0.29,262,435,16
1456,05-000875,37.853,47.228,9.72,0.13,202,138,15
1473,05-000894,35.49,49.347,9.58,0.23,394,352,15
1559,05-001005,38.389,45.648,8.51,0.23,58,89,14
1579,05-001031,34.615,46.068,8.29,0.16,97,432,13
1587,05-001042,36.542,50.113,8.2,0.27,464,257,13
1591,05-001047,38.767,48.784,8.17,0.13,343,55,13
1613,05-001075,37.564,50.248,8.0,0.2,476,164,13
