Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15300,22-000071,-17.326,113.865,56.0,0.18,124,40,87
15301,22-000072,-17.595,118.099,55.97,0.71,508,65,87
15458,22-000229,-20.94,116.683,30.78,1.38,380,369,48
15506,22-000277,-18.845,112.877,27.91,0.16,34,178,43
15527,22-000298,-19.901,112.877,26.55,0.11,34,274,41
15575,22-000346,-18.483,117.27,24.46,0.13,433,146,38
15577,22-000348,-21.102,118.073,24.45,0.34,506,383,38
15644,22-000415,-19.468,115.804,22.29,0.12,300,235,35
15726,22-000497,-20.772,117.266,19.73,0.27,432,354,31
15914,22-000685,-19.537,117.224,15.88,0.1,429,241,25
15947,22-000718,-18.211,117.847,15.36,0.38,485,121,24
16164,22-000935,-22.042,116.492,12.39,0.8,362,469,20
16278,22-001049,-19.767,117.978,11.39,0.72,497,262,18
16279,22-001050,-21.332,118.116,11.38,0.72,510,404,18
16319,22-001090,-20.751,117.654,11.0,0.82,468,352,17
16466,22-001237,-21.682,116.626,9.77,0.85,374,436,16
16543,22-001314,-18.503,117.711,9.15,0.9,473,147,15
16600,22-001371,-20.942,112.962,8.78,0.66,41,369,14
16648,22-001419,-20.335,112.798,8.51,0.58,27,314,14
16700,22-001471,-21.058,114.958,8.28,0.04,223,380,13
