Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
735,05-000016,38.551,1.814,75.31,1.18,164,74,116
740,05-000021,38.704,5.496,73.09,0.9,499,60,113
769,05-000056,35.621,0.548,47.99,1.94,49,341,74
772,05-000059,33.992,4.963,47.62,0.29,450,489,74
821,05-000114,34.07,1.266,37.61,0.42,115,481,58
835,05-000131,35.055,0.429,35.23,0.49,38,392,55
847,05-000144,33.882,4.444,33.63,0.7,403,499,52
869,05-000167,34.347,3.189,30.89,0.59,289,456,48
879,05-000179,35.695,3.297,29.51,1.08,299,334,46
897,05-000200,37.7,4.348,27.93,0.99,394,152,43
915,05-000225,34.903,3.044,26.5,1.0,276,406,41
943,05-000258,38.014,3.841,24.9,0.25,348,123,39
950,05-000265,37.023,1.594,24.67,0.59,144,213,38
959,05-000275,37.067,1.367,23.98,0.46,124,209,37
1006,05-000333,37.727,0.287,21.4,0.14,26,149,33
1008,05-000336,36.764,1.536,21.31,0.23,139,237,33
1061,05-000399,37.356,3.47,18.97,0.37,315,183,30
1065,05-000404,35.678,4.617,18.86,0.68,419,335,30
1071,05-000411,36.611,4.334,18.39,0.74,393,251,29
1106,05-000450,34.266,1.647,17.24,0.59,149,464,27
1131,05-000478,38.754,3.974,16.31,0.53,361,56,26
1141,05-000490,34.094,4.825,15.72,0.69,438,479,25
1203,05-000562,34.489,4.856,13.94,0.35,441,443,22
1215,05-000574,38.872,0.274,13.61,0.11,24,45,21
1350,05-000746,34.645,5.395,11.13,0.08,490,429,18
1396,05-000805,35.288,5.58,10.38,0.54,506,371,16
1417,05-000830,38.131,0.647,10.17,0.23,58,113,16
1423,05-000837,34.253,3.521,10.15,0.55,319,465,16
1430,05-000845,37.869,0.537,10.06,0.17,48,136,16
1451,05-000870,35.981,4.223,9.76,0.11,383,308,16
1500,05-000932,34.84,3.696,9.22,0.54,335,411,15
1523,05-000961,38.448,4.378,8.96,0.34,397,84,14
1532,05-000973,38.224,0.887,8.89,0.34,80,104,14
1536,05-000977,35.106,4.424,8.84,0.45,401,387,14
1573,05-001023,37.663,1.108,8.35,0.0,100,155,13
1601,05-001060,37.796,0.883,8.1,0.11,80,143,13
1606,05-001066,36.074,5.151,8.05,0.12,467,299,13
