Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10510,19-000072,-29.427,-17.691,58.05,0.34,436,118,90
10812,19-000374,-28.974,-21.733,24.15,0.78,69,77,38
11000,19-000562,-29.092,-17.432,18.09,1.22,460,87,28
11073,19-000635,-28.256,-21.639,16.13,0.42,78,11,25
11314,19-000876,-28.894,-17.808,12.14,0.24,426,69,19
11317,19-000879,-28.444,-19.847,12.13,0.21,241,28,19
11380,19-000942,-28.189,-17.466,11.33,0.1,457,5,18
11526,19-001088,-29.087,-17.884,9.78,0.85,419,87,16
11533,19-001095,-29.721,-22.15,9.74,0.72,31,144,15
11582,19-001144,-28.638,-21.666,9.39,0.05,75,46,15
11640,19-001202,-28.323,-17.023,9.07,0.83,497,17,14
11655,19-001217,-28.555,-16.969,8.94,0.1,502,39,14
11736,19-001298,-29.734,-19.976,8.42,0.05,229,146,13
19947,26-000061,-30.844,-19.446,56.82,1.74,277,247,88
19980,26-000121,-32.709,-17.736,46.28,1.11,432,416,72
20009,26-000186,-31.272,-16.954,38.41,0.84,503,285,60
20019,26-000205,-32.532,-17.06,36.54,1.2,494,400,57
20071,26-000298,-32.124,-18.745,29.22,1.85,341,363,45
20099,26-000351,-30.797,-21.025,25.58,1.4,133,242,40
20106,26-000363,-31.605,-17.625,25.28,0.0,442,316,39
20148,26-000435,-31.283,-18.416,22.69,0.66,371,286,35
20171,26-000475,-32.015,-22.23,21.53,0.5,24,353,34
20177,26-000484,-32.178,-18.331,21.27,0.27,378,368,33
20194,26-000510,-32.262,-17.467,20.18,0.4,457,375,32
20200,26-000518,-32.374,-21.512,19.95,0.1,89,385,31
20204,26-000528,-31.905,-20.802,19.6,1.08,154,343,31
20228,26-000572,-31.47,-20.304,18.54,0.37,199,303,29
20330,26-000757,-31.5,-21.895,14.2,0.19,54,306,22
20342,26-000782,-32.923,-19.372,13.84,0.26,284,435,22
20373,26-000831,-33.187,-17.2,13.11,0.14,481,459,21
20377,26-000837,-30.939,-20.69,13.08,0.26,164,255,21
20434,26-000937,-30.269,-17.127,11.57,0.27,488,194,18
20456,26-000970,-33.31,-21.877,11.11,0.08,56,471,18
20543,26-001105,-33.592,-19.705,9.68,0.09,253,496,15
20586,26-001170,-31.395,-17.305,9.09,0.0,471,297,14
