Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
1642,06-000041,33.637,84.818,31.48,0.49,40,10,49
1644,06-000047,30.532,84.731,30.35,0.54,32,292,47
1697,06-000132,33.285,85.999,16.31,0.08,147,42,26
1771,06-000240,32.615,87.481,10.77,0.02,282,103,17
1779,06-000250,33.074,86.159,10.56,0.66,162,61,17
1814,06-000301,30.338,86.953,9.27,0.09,234,309,15
1824,06-000316,31.134,85.581,8.92,0.14,109,237,14
1844,06-000349,31.804,86.078,8.42,0.06,154,176,13
6155,13-000209,29.698,87.25,32.84,1.85,261,368,51
6341,13-000395,28.716,84.766,19.82,1.42,35,457,31
6523,13-000577,29.434,87.23,14.88,1.09,259,392,23
6681,13-000735,28.646,84.949,12.06,1.03,52,463,19
6728,13-000782,29.405,89.027,11.53,0.82,422,394,18
7092,13-001146,29.433,86.32,8.03,0.57,176,392,13
