Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2461,10-000018,12.556,-54.873,59.08,1.81,125,392,91
2467,10-000024,12.215,-53.62,55.94,1.57,238,423,87
2475,10-000032,15.248,-54.25,50.42,2.15,181,147,78
2491,10-000048,11.973,-52.721,42.4,0.77,320,445,66
2507,10-000064,14.841,-51.588,37.46,0.62,423,184,58
2509,10-000066,14.814,-51.862,37.22,0.97,398,187,58
2524,10-000081,15.968,-55.373,33.45,0.75,79,82,52
2544,10-000101,11.565,-51.245,29.41,1.17,454,482,46
2568,10-000125,11.251,-51.335,24.97,0.64,446,510,39
2579,10-000136,15.688,-51.289,23.68,0.05,450,107,37
2580,10-000137,16.764,-55.193,23.56,0.0,96,10,37
2592,10-000149,14.152,-51.743,22.39,0.59,409,247,35
2597,10-000154,16.44,-53.41,21.96,0.73,257,39,34
2603,10-000160,14.701,-52.603,21.65,0.65,331,197,34
2613,10-000170,16.196,-53.227,20.88,1.17,274,61,33
2620,10-000177,13.68,-54.884,20.2,0.58,124,290,32
2622,10-000179,16.203,-55.725,20.11,0.41,47,61,31
2631,10-000188,15.451,-55.219,19.26,0.37,93,129,30
2633,10-000190,13.46,-54.036,19.03,0.54,201,310,30
2667,10-000224,11.257,-54.123,16.88,0.68,193,510,26
2671,10-000228,14.03,-54.534,16.59,1.03,155,258,26
2672,10-000229,11.478,-53.855,16.56,0.9,217,490,26
2682,10-000239,13.664,-54.703,16.21,1.26,140,291,25
2692,10-000249,16.744,-52.568,15.72,0.15,334,11,25
2706,10-000263,16.388,-55.922,14.87,0.24,29,44,23
2723,10-000280,16.205,-50.796,14.46,0.04,495,60,23
2725,10-000282,14.24,-55.802,14.41,1.12,40,239,23
2726,10-000283,13.499,-52.743,14.4,0.63,318,306,23
2739,10-000296,15.484,-52.171,13.63,0.33,370,126,21
2804,10-000361,12.955,-55.457,11.65,0.22,72,356,18
2809,10-000366,15.549,-55.544,11.56,0.77,64,120,18
2813,10-000370,11.76,-54.002,11.45,0.25,204,464,18
2889,10-000446,11.817,-52.433,9.8,0.94,346,459,16
2891,10-000448,14.785,-54.67,9.76,0.85,143,189,16
2899,10-000456,12.875,-54.072,9.64,0.27,197,363,15
2909,10-000466,15.799,-52.118,9.44,0.3,375,97,15
2933,10-000490,14.35,-52.455,9.03,0.64,344,229,14
2936,10-000493,13.379,-53.773,9.0,0.15,225,317,14
2943,10-000500,16.708,-51.174,8.88,0.7,461,15,14
2946,10-000503,16.553,-52.532,8.86,0.2,337,29,14
2950,10-000507,11.761,-50.625,8.83,0.83,0,464,14
2959,10-000516,12.743,-51.008,8.71,0.14,476,375,14
2970,10-000527,14.189,-52.017,8.55,0.0,384,244,14
2975,10-000532,13.766,-51.081,8.54,1.1,469,282,14
2977,10-000534,11.832,-53.775,8.51,0.31,224,458,14
2997,10-000554,15.125,-54.946,8.33,0.8,118,158,13
2998,10-000555,16.703,-54.043,8.33,0.81,200,15,13
3012,10-000569,15.283,-52.543,8.14,0.9,336,144,13
3017,10-000574,12.534,-53.102,8.08,0.7,285,394,13
3025,10-000582,16.071,-52.686,8.0,0.59,323,73,13
3026,10-000583,13.104,-54.02,8.0,0.67,202,342,13
