Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13573,21-000015,-24.532,80.923,93.41,1.91,197,184,144
13578,21-000020,-27.342,83.196,90.38,2.25,403,439,140
13579,21-000021,-23.035,82.903,89.62,0.46,377,48,138
13583,21-000025,-24.612,82.699,87.22,0.95,358,191,135
13590,21-000032,-23.959,79.379,79.75,0.94,57,132,123
13797,21-000239,-27.153,80.136,36.19,1.38,125,422,56
13838,21-000280,-27.768,83.845,33.89,1.11,462,478,53
13922,21-000364,-22.606,79.371,28.81,1.0,56,9,45
13932,21-000374,-25.867,83.066,28.6,0.7,392,305,44
13963,21-000405,-25.088,83.279,26.89,0.28,411,235,42
13975,21-000417,-23.09,81.03,26.5,2.04,207,53,41
14000,21-000442,-22.544,83.495,25.8,0.77,431,3,40
14085,21-000527,-22.715,83.86,22.93,1.51,464,19,36
14111,21-000553,-24.403,84.183,22.23,1.89,493,172,35
14169,21-000611,-23.811,82.099,20.92,0.68,304,119,33
14202,21-000644,-26.311,82.038,19.99,1.43,298,346,31
14309,21-000751,-26.594,79.395,17.74,0.26,58,371,28
14358,21-000800,-25.022,84.012,16.77,0.44,478,229,26
14378,21-000820,-22.806,82.737,16.38,1.76,362,27,26
14429,21-000871,-24.442,82.289,15.63,0.95,321,176,25
14450,21-000892,-25.813,81.496,15.33,0.44,249,300,24
14478,21-000920,-23.327,82.653,14.97,0.09,354,75,24
14548,21-000990,-23.883,84.27,14.13,1.27,501,125,22
14602,21-001044,-24.389,84.371,13.4,0.17,510,171,21
14615,21-001057,-22.616,83.311,13.2,0.0,414,10,21
14738,21-001180,-26.602,83.619,11.96,1.17,442,372,19
14744,21-001186,-25.581,83.886,11.87,0.21,466,279,19
14751,21-001193,-26.597,82.346,11.82,1.08,326,372,19
14759,21-001201,-23.349,79.294,11.77,0.33,49,77,19
14780,21-001222,-23.302,79.613,11.49,0.35,78,72,18
14857,21-001299,-24.268,84.063,10.84,0.17,482,160,17
14928,21-001370,-25.917,81.836,10.26,0.25,280,310,16
14943,21-001385,-27.616,81.328,10.1,0.23,234,464,16
15001,21-001443,-24.205,80.177,9.6,0.47,129,154,15
15026,21-001468,-27.06,82.227,9.4,0.95,315,414,15
15035,21-001477,-25.903,79.795,9.32,0.19,94,309,15
15038,21-001480,-23.92,78.938,9.3,0.06,17,128,15
15058,21-001500,-26.137,82.77,9.15,0.09,365,330,15
15065,21-001507,-25.547,83.329,9.11,0.17,415,276,15
15080,21-001522,-25.14,80.749,9.02,0.9,181,239,14
15104,21-001546,-25.474,79.0,8.86,0.22,22,270,14
15110,21-001552,-24.341,80.918,8.84,0.68,196,167,14
15119,21-001561,-24.771,80.569,8.71,0.69,165,206,14
15140,21-001582,-25.752,79.021,8.56,1.0,24,295,14
15141,21-001583,-25.189,79.919,8.55,0.18,106,244,14
15177,21-001619,-25.498,81.475,8.38,0.0,247,272,13
15187,21-001629,-24.252,83.805,8.31,0.25,459,159,13
